cgpa,aptitude_score,coding_score,dsa_score,communication_score,attendance_percentage,projects_count,certifications_count,age,branch,degree,city_tier,college_tier,gender,internship_experience,backlog_history,placement_status,target
7.83,64,77,63,67,84.86,1,1,20,CSE,B.Tech,Tier 1,Tier 1,Female,Yes,0,Placed,1
8.91,85,62,73,53,92.44,1,0,23,ECE,B.E.,Tier 3,Tier 3,Male,Yes,0,Placed,1
8.26,99,64,63,52,75.47,0,2,22,ISE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
9.28,68,94,81,69,92.99,3,0,23,CSE,B.E.,Tier 3,Tier 2,Female,Yes,0,Placed,1
8.17,76,65,52,26,82.02,0,3,23,ECE,B.E.,Tier 2,Tier 2,Female,No,0,Not Placed,0
7.22,65,50,91,89,87.81,2,2,23,CSE,B.Tech,Tier 3,Tier 3,Male,No,0,Not Placed,0
6.23,60,55,71,100,82.88,1,1,21,EEE,B.Tech,Tier 3,Tier 1,Male,Yes,1,Placed,1
6.75,58,45,62,50,87.92,3,1,21,Mechanical,B.Tech,Tier 1,Tier 1,Female,Yes,0,Not Placed,0
8.34,88,74,71,81,76.11,6,3,20,Mechanical,B.E.,Tier 2,Tier 3,Female,No,0,Not Placed,0
10.0,79,100,79,90,86.19,2,2,22,CSE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
7.12,58,70,95,57,69.79,1,1,24,ECE,B.E.,Tier 1,Tier 2,Female,Yes,0,Placed,1
9.39,100,86,98,87,83.08,1,6,21,Data Science,B.Tech,Tier 3,Tier 1,Male,Yes,2,Placed,1
8.77,51,85,95,76,98.18,2,0,24,CSE,B.Tech,Tier 1,Tier 1,Male,No,1,Placed,1
6.85,78,62,44,69,93.47,1,1,20,Civil,B.Tech,Tier 1,Tier 1,Male,Yes,1,Not Placed,0
7.8,68,69,56,65,96.52,1,3,22,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.79,66,90,89,84,71.99,0,2,21,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.06,84,40,55,83,73.32,3,2,21,Civil,B.Tech,Tier 2,Tier 2,Male,Yes,2,Not Placed,0
8.35,83,51,73,64,100.0,2,1,20,Mechanical,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
8.09,54,88,80,66,67.15,5,4,20,AI & ML,B.Tech,Tier 2,Tier 1,Female,Yes,0,Placed,1
8.24,82,73,51,60,87.36,2,3,20,AI & ML,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.15,63,53,48,77,78.06,1,1,23,ECE,B.Tech,Tier 1,Tier 1,Female,No,0,Placed,1
8.18,87,44,66,58,87.12,1,3,23,ECE,B.Tech,Tier 1,Tier 2,Female,No,0,Not Placed,0
7.77,68,68,46,71,81.48,4,2,22,EEE,B.Tech,Tier 1,Tier 1,Male,No,0,Placed,1
7.23,72,63,70,48,92.73,2,2,24,CSE,B.E.,Tier 2,Tier 1,Male,Yes,1,Placed,1
7.73,58,80,71,72,77.49,2,0,24,Mechanical,B.Tech,Tier 3,Tier 1,Female,No,0,Placed,1
8.09,66,100,65,85,76.54,4,3,22,ISE,B.Tech,Tier 1,Tier 3,Female,No,0,Not Placed,0
10.0,60,81,27,84,89.5,4,2,23,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
8.42,54,66,59,44,82.06,6,0,21,Data Science,B.Tech,Tier 2,Tier 2,Female,Yes,3,Not Placed,0
8.09,77,69,57,72,97.16,2,4,22,Data Science,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
9.43,85,100,76,70,74.04,1,3,21,Civil,B.E.,Tier 3,Tier 1,Male,No,1,Placed,1
10.0,80,82,72,81,68.32,3,1,21,Data Science,B.Tech,Tier 2,Tier 1,Female,Yes,1,Placed,1
6.13,74,77,56,82,80.96,1,3,22,ISE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.09,77,68,89,93,81.16,0,1,22,CSE,B.Tech,Tier 1,Tier 3,Female,No,0,Not Placed,0
7.91,66,43,45,50,93.0,1,2,23,EEE,B.E.,Tier 1,Tier 1,Female,No,0,Not Placed,0
7.58,73,67,62,47,77.5,2,1,21,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
8.05,66,57,55,69,77.69,1,2,21,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.77,65,75,66,73,90.07,3,0,24,CSE,B.E.,Tier 3,Tier 3,Female,Yes,0,Placed,1
8.98,81,63,79,43,77.98,6,1,20,Mechanical,B.E.,Tier 3,Tier 2,Female,Yes,1,Not Placed,0
8.5,96,93,91,63,82.21,2,0,24,AI & ML,B.Tech,Tier 1,Tier 1,Male,Yes,1,Not Placed,0
7.65,69,61,60,77,86.22,2,0,24,Data Science,B.Tech,Tier 2,Tier 1,Female,Yes,0,Not Placed,0
10.0,69,87,79,79,76.46,0,0,20,ISE,B.E.,Tier 1,Tier 2,Male,Yes,0,Placed,1
6.14,75,28,98,78,63.81,0,0,24,EEE,B.Tech,Tier 1,Tier 1,Male,Yes,1,Not Placed,0
8.5,68,48,56,89,82.97,0,2,23,EEE,B.Tech,Tier 3,Tier 1,Male,No,1,Not Placed,0
7.44,58,96,77,64,78.03,1,2,22,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.98,69,89,82,75,88.11,4,1,20,CSE,B.Tech,Tier 2,Tier 1,Female,No,0,Placed,1
6.26,45,64,69,68,79.59,3,1,23,Mechanical,B.Tech,Tier 2,Tier 3,Female,No,0,Not Placed,0
6.59,62,81,51,59,97.91,0,2,23,CSE,B.Tech,Tier 2,Tier 3,Male,No,0,Not Placed,0
8.79,80,96,86,71,84.32,2,2,24,ECE,B.Tech,Tier 2,Tier 3,Male,Yes,1,Placed,1
8.13,54,79,60,76,85.72,3,0,22,ECE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
9.37,100,94,63,56,85.51,1,0,21,ECE,B.Tech,Tier 3,Tier 2,Male,No,2,Not Placed,0
8.65,56,92,86,73,70.24,1,2,20,CSE,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
9.57,72,76,55,38,72.56,1,1,23,AI & ML,B.Tech,Tier 2,Tier 3,Female,No,1,Not Placed,0
8.06,65,100,48,74,79.49,2,1,20,AI & ML,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
5.45,34,46,50,81,80.89,4,5,24,EEE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
7.05,65,36,71,86,89.95,1,3,24,ECE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
7.52,64,73,93,79,80.75,1,2,22,AI & ML,B.E.,Tier 2,Tier 3,Male,No,0,Not Placed,0
7.36,82,60,75,60,72.72,1,4,20,CSE,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
7.85,68,73,77,72,95.16,0,3,21,CSE,B.E.,Tier 3,Tier 3,Female,Yes,0,Placed,1
8.91,64,64,86,87,76.26,3,3,21,Civil,B.Tech,Tier 1,Tier 1,Female,No,0,Placed,1
8.94,76,80,73,91,100.0,2,5,23,ECE,B.E.,Tier 1,Tier 3,Female,Yes,0,Placed,1
6.34,45,75,52,67,91.51,1,1,20,ECE,B.E.,Tier 1,Tier 2,Male,No,0,Not Placed,0
7.28,75,89,72,55,77.81,2,0,23,Data Science,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
7.91,48,76,98,71,93.88,2,2,20,Mechanical,B.Tech,Tier 1,Tier 1,Male,No,1,Not Placed,0
9.52,65,96,100,82,82.58,4,3,20,AI & ML,B.Tech,Tier 3,Tier 1,Female,Yes,0,Not Placed,0
7.71,36,68,51,66,83.58,4,1,23,ECE,B.Tech,Tier 1,Tier 1,Male,No,0,Placed,1
8.35,72,100,80,89,79.43,0,2,21,CSE,B.E.,Tier 1,Tier 3,Male,Yes,0,Placed,1
8.67,74,62,47,76,68.09,1,3,23,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
9.35,76,63,33,56,81.67,2,1,23,Civil,B.E.,Tier 1,Tier 2,Male,Yes,0,Placed,1
8.68,66,77,74,57,83.75,4,1,21,EEE,B.E.,Tier 1,Tier 2,Male,Yes,0,Placed,1
8.94,89,100,71,46,69.53,0,2,22,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,1,Placed,1
6.94,62,68,62,57,81.94,0,2,23,Data Science,B.E.,Tier 2,Tier 3,Female,Yes,0,Not Placed,0
7.47,85,56,34,60,69.18,0,0,24,AI & ML,B.Tech,Tier 2,Tier 1,Male,Yes,1,Not Placed,0
8.56,73,86,68,91,73.94,0,3,21,AI & ML,B.Tech,Tier 2,Tier 3,Male,No,0,Placed,1
7.75,56,64,61,67,73.29,1,3,24,EEE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.21,61,52,43,68,77.25,5,1,22,CSE,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
6.82,61,85,82,41,81.1,3,2,22,AI & ML,B.E.,Tier 2,Tier 3,Female,Yes,0,Not Placed,0
7.68,90,73,50,45,93.95,2,1,23,Mechanical,B.Tech,Tier 1,Tier 2,Female,Yes,0,Placed,1
7.38,88,43,50,89,88.41,1,0,22,EEE,B.E.,Tier 2,Tier 2,Female,No,0,Placed,1
8.02,88,83,86,58,80.29,1,0,24,ECE,B.Tech,Tier 2,Tier 3,Female,No,0,Not Placed,0
8.41,60,48,57,87,79.05,4,2,21,ECE,B.Tech,Tier 1,Tier 2,Male,No,1,Placed,1
9.36,72,80,76,86,98.57,2,2,24,AI & ML,B.Tech,Tier 2,Tier 2,Female,Yes,1,Placed,1
8.84,70,65,52,42,82.52,2,2,24,AI & ML,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
8.35,85,67,65,77,77.68,2,2,24,CSE,B.E.,Tier 2,Tier 2,Female,No,0,Placed,1
8.85,58,68,70,69,77.84,2,0,22,ECE,B.Tech,Tier 2,Tier 3,Male,No,1,Not Placed,0
8.37,35,98,55,84,78.64,0,2,24,CSE,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
7.87,71,54,46,82,78.11,1,3,21,Data Science,B.Tech,Tier 1,Tier 1,Female,Yes,0,Placed,1
7.69,80,59,46,61,70.32,3,2,22,CSE,B.E.,Tier 3,Tier 1,Male,Yes,0,Not Placed,0
7.84,62,86,68,96,90.37,4,2,23,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,1,Placed,1
7.9,64,65,81,59,97.64,3,2,23,ISE,B.E.,Tier 2,Tier 2,Male,No,2,Placed,1
7.76,67,30,32,91,100.0,1,2,24,Civil,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
8.28,91,60,67,60,79.78,3,3,23,EEE,B.Tech,Tier 2,Tier 3,Female,No,1,Placed,1
7.0,73,46,51,44,78.85,1,1,22,AI & ML,B.E.,Tier 3,Tier 1,Male,Yes,0,Placed,1
7.26,67,84,71,85,78.75,2,1,20,Civil,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
5.86,66,75,80,70,67.55,1,2,22,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.57,79,31,46,65,74.7,2,4,22,EEE,B.E.,Tier 1,Tier 3,Female,No,0,Not Placed,0
7.18,53,46,54,78,85.04,1,2,20,CSE,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
8.11,59,92,82,83,83.33,2,3,20,AI & ML,B.Tech,Tier 2,Tier 1,Female,Yes,1,Placed,1
7.82,65,100,89,56,80.31,3,1,20,Data Science,B.E.,Tier 2,Tier 1,Female,Yes,0,Not Placed,0
8.89,85,75,78,70,87.3,2,3,22,ECE,B.Tech,Tier 1,Tier 2,Male,Yes,1,Placed,1
9.05,76,80,55,71,77.42,4,0,20,AI & ML,B.E.,Tier 1,Tier 1,Female,No,0,Not Placed,0
7.63,78,75,78,74,76.45,2,0,22,EEE,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
7.47,69,83,51,66,86.32,2,0,22,Data Science,B.Tech,Tier 3,Tier 3,Male,No,0,Not Placed,0
8.85,96,67,44,82,85.42,1,2,20,Mechanical,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
9.31,77,92,82,82,96.9,1,3,22,ECE,B.Tech,Tier 3,Tier 1,Male,No,0,Placed,1
7.57,56,67,58,84,94.32,0,1,23,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.6,61,77,40,58,76.16,2,1,21,CSE,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
6.71,60,20,32,51,91.17,4,0,23,EEE,B.Tech,Tier 2,Tier 1,Female,Yes,0,Not Placed,0
6.88,72,67,59,67,86.26,1,0,24,ISE,B.Tech,Tier 3,Tier 1,Male,Yes,0,Placed,1
7.48,61,57,62,60,78.47,0,0,21,ECE,B.E.,Tier 2,Tier 3,Male,Yes,3,Not Placed,0
7.62,52,70,44,66,81.27,0,5,24,Data Science,B.Tech,Tier 1,Tier 2,Female,Yes,0,Not Placed,0
8.32,72,81,55,88,78.23,2,5,21,Data Science,B.Tech,Tier 2,Tier 2,Other,Yes,1,Placed,1
7.67,51,82,36,62,90.63,2,3,21,Data Science,B.E.,Tier 3,Tier 3,Male,No,1,Placed,1
8.78,88,71,71,34,80.77,3,4,20,EEE,B.Tech,Tier 1,Tier 3,Female,Yes,1,Placed,1
8.51,65,98,30,75,78.86,2,3,24,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
6.66,81,64,54,70,83.84,3,1,21,AI & ML,B.Tech,Tier 2,Tier 3,Male,No,3,Not Placed,0
8.07,80,64,56,73,85.37,2,3,20,EEE,B.Tech,Tier 2,Tier 1,Female,No,0,Placed,1
10.0,78,64,74,61,85.77,2,2,24,ECE,B.E.,Tier 2,Tier 1,Male,Yes,0,Placed,1
7.37,57,57,21,60,87.13,3,0,24,Mechanical,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
8.78,52,98,77,60,78.64,2,2,20,ISE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
8.57,71,62,52,92,92.61,2,2,20,CSE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
7.8,67,61,56,81,83.92,3,2,20,Civil,B.Tech,Tier 3,Tier 2,Male,Yes,0,Not Placed,0
9.04,57,72,60,66,82.27,0,1,21,Mechanical,B.E.,Tier 2,Tier 3,Female,No,0,Placed,1
7.17,68,90,53,81,80.36,0,0,22,CSE,B.Tech,Tier 1,Tier 2,Female,Yes,0,Placed,1
6.43,53,61,80,60,78.05,2,1,20,EEE,B.Tech,Tier 3,Tier 1,Male,No,1,Not Placed,0
9.38,66,66,44,81,83.37,3,3,20,Mechanical,B.E.,Tier 3,Tier 2,Female,No,0,Placed,1
7.54,86,49,27,82,85.52,1,2,23,ECE,B.Tech,Tier 1,Tier 3,Male,Yes,1,Not Placed,0
7.97,74,72,74,74,70.44,4,3,21,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
10.0,83,86,88,64,72.43,5,4,21,Data Science,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
6.57,68,60,76,72,83.23,5,4,21,ECE,B.Tech,Tier 2,Tier 1,Male,Yes,2,Not Placed,0
9.66,93,59,25,48,80.48,2,0,23,ECE,B.Tech,Tier 1,Tier 3,Female,No,0,Placed,1
8.92,70,71,78,69,81.52,6,3,24,AI & ML,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
8.27,82,69,74,88,81.97,3,0,24,ECE,B.Tech,Tier 1,Tier 3,Female,No,0,Not Placed,0
7.61,78,90,34,59,86.76,2,1,20,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,3,Placed,1
9.84,59,82,86,44,76.13,3,3,24,AI & ML,B.Tech,Tier 3,Tier 2,Female,No,2,Placed,1
7.67,69,68,62,84,84.68,2,2,22,CSE,B.E.,Tier 3,Tier 2,Female,Yes,0,Placed,1
7.64,69,81,72,63,82.06,2,4,22,ISE,B.E.,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.22,49,53,77,59,78.39,1,4,22,ECE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
7.93,77,93,82,88,89.56,0,4,21,ISE,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
8.56,56,74,72,89,58.82,3,0,20,Mechanical,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
7.9,86,60,86,53,87.67,1,5,24,ECE,B.Tech,Tier 2,Tier 1,Female,No,1,Placed,1
7.14,51,68,58,66,91.72,0,1,21,Data Science,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.32,65,44,48,85,75.34,1,5,24,Civil,B.Tech,Tier 3,Tier 2,Female,No,0,Placed,1
7.32,48,81,54,85,87.16,2,1,22,EEE,B.Tech,Tier 1,Tier 1,Female,No,2,Not Placed,0
8.23,71,64,68,73,73.85,0,3,24,EEE,B.Tech,Tier 3,Tier 1,Male,Yes,1,Not Placed,0
6.76,77,59,56,51,81.18,0,2,20,ECE,B.Tech,Tier 3,Tier 3,Female,No,0,Not Placed,0
6.35,47,83,86,52,76.95,3,1,24,EEE,B.Tech,Tier 3,Tier 2,Other,Yes,0,Not Placed,0
7.06,52,72,46,54,85.27,3,0,20,Data Science,B.Tech,Tier 1,Tier 2,Male,Yes,1,Not Placed,0
9.4,61,75,70,68,85.29,0,5,21,AI & ML,B.Tech,Tier 2,Tier 3,Male,Yes,1,Not Placed,0
8.0,56,86,47,69,84.02,2,6,24,ECE,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
8.23,85,63,59,53,79.01,0,2,20,ECE,B.Tech,Tier 3,Tier 3,Male,No,0,Not Placed,0
7.63,70,73,58,54,78.48,0,0,21,ECE,B.Tech,Tier 1,Tier 3,Female,Yes,0,Not Placed,0
8.37,73,93,37,55,98.12,1,0,21,Data Science,B.E.,Tier 1,Tier 3,Male,No,0,Not Placed,0
7.59,59,87,70,50,91.33,1,1,24,Data Science,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
8.65,56,84,97,62,98.67,3,1,21,Data Science,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
7.33,72,65,64,68,97.39,1,2,23,AI & ML,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
8.2,68,60,79,73,78.86,1,3,21,AI & ML,B.Tech,Tier 2,Tier 1,Female,No,1,Placed,1
8.42,80,64,81,80,81.57,2,2,20,EEE,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
7.64,55,79,48,65,98.08,2,4,20,EEE,B.Tech,Tier 2,Tier 2,Male,Yes,3,Placed,1
6.8,66,49,58,63,86.49,0,2,21,AI & ML,B.Tech,Tier 3,Tier 3,Female,Yes,0,Not Placed,0
9.64,79,89,62,82,67.46,2,0,22,Data Science,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
9.14,78,72,61,46,72.62,1,2,22,ISE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.16,66,91,74,62,77.39,3,3,24,EEE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
9.14,100,75,87,92,73.72,1,1,24,EEE,B.E.,Tier 2,Tier 3,Male,No,0,Placed,1
6.71,52,58,85,52,95.39,3,2,21,CSE,B.E.,Tier 2,Tier 2,Female,No,0,Not Placed,0
7.16,57,59,69,68,83.19,1,1,24,ISE,B.E.,Tier 3,Tier 3,Male,No,0,Not Placed,0
9.42,100,77,80,59,73.19,3,5,20,AI & ML,B.Tech,Tier 2,Tier 3,Male,Yes,2,Placed,1
8.74,76,91,81,70,78.35,5,1,23,CSE,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
6.39,65,70,59,75,82.29,2,1,20,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
5.23,59,62,54,76,79.02,2,1,24,CSE,B.E.,Tier 1,Tier 2,Male,No,0,Not Placed,0
8.85,58,63,55,67,71.24,2,2,24,AI & ML,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
7.85,74,71,80,80,84.25,3,2,22,AI & ML,B.Tech,Tier 2,Tier 3,Female,No,0,Not Placed,0
8.19,62,46,86,86,76.41,1,2,20,CSE,B.E.,Tier 2,Tier 2,Male,No,0,Placed,1
8.78,77,78,51,68,84.4,4,3,22,ECE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
9.32,95,100,93,71,85.65,0,1,20,Data Science,B.Tech,Tier 3,Tier 3,Female,No,0,Placed,1
7.56,62,92,50,72,87.98,4,0,24,Mechanical,B.Tech,Tier 3,Tier 3,Male,No,0,Not Placed,0
6.2,47,77,45,50,86.21,0,1,21,EEE,B.E.,Tier 3,Tier 3,Female,Yes,0,Placed,1
8.15,76,60,84,59,85.69,1,3,24,AI & ML,B.Tech,Tier 2,Tier 2,Female,No,1,Not Placed,0
7.34,73,71,50,52,94.59,2,3,23,CSE,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
6.69,79,72,81,85,66.03,3,3,21,ECE,B.E.,Tier 3,Tier 2,Male,No,1,Not Placed,0
7.66,55,83,65,75,76.48,1,3,21,AI & ML,B.Tech,Tier 2,Tier 3,Male,No,0,Not Placed,0
9.02,45,72,83,82,92.39,3,1,23,ECE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.64,67,51,63,93,71.35,2,1,21,ISE,B.Tech,Tier 2,Tier 1,Other,Yes,0,Not Placed,0
7.26,40,65,47,72,87.89,1,1,23,ECE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.89,56,94,58,100,79.03,1,2,23,AI & ML,B.E.,Tier 3,Tier 3,Other,Yes,0,Not Placed,0
8.17,76,95,74,52,100.0,3,0,21,Data Science,B.E.,Tier 2,Tier 1,Male,Yes,2,Placed,1
8.31,73,66,49,78,85.74,1,2,21,Civil,B.Tech,Tier 3,Tier 2,Female,Yes,0,Not Placed,0
8.95,67,86,86,79,77.39,3,1,23,Mechanical,B.Tech,Tier 3,Tier 3,Male,No,0,Placed,1
9.49,70,50,54,45,90.61,1,3,23,ECE,B.E.,Tier 1,Tier 1,Male,Yes,0,Placed,1
8.26,70,86,51,78,56.44,2,0,24,Data Science,B.Tech,Tier 3,Tier 2,Female,Yes,1,Placed,1
7.3,68,60,69,60,89.71,2,3,24,ISE,B.Tech,Tier 2,Tier 2,Female,Yes,1,Not Placed,0
8.02,57,73,85,73,79.66,2,3,21,Mechanical,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
7.98,69,84,66,61,89.01,2,5,21,EEE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
9.75,66,91,58,53,91.17,2,0,23,ISE,B.Tech,Tier 2,Tier 2,Male,No,2,Placed,1
6.52,58,67,70,69,82.97,1,4,23,CSE,B.E.,Tier 1,Tier 2,Female,Yes,1,Placed,1
7.13,75,71,57,60,87.04,1,2,23,CSE,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
7.84,51,35,27,66,80.62,2,6,23,EEE,B.Tech,Tier 1,Tier 3,Female,No,0,Placed,1
8.49,75,54,58,44,74.46,2,2,23,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.87,78,68,97,59,95.42,4,1,20,EEE,B.Tech,Tier 1,Tier 1,Male,Yes,1,Placed,1
8.58,62,74,55,71,82.06,2,2,23,CSE,B.Tech,Tier 3,Tier 2,Male,No,0,Placed,1
7.51,63,55,71,100,92.69,0,1,21,Mechanical,B.Tech,Tier 2,Tier 1,Female,Yes,0,Not Placed,0
8.16,95,81,75,79,81.46,3,2,23,Data Science,B.Tech,Tier 3,Tier 1,Male,No,2,Placed,1
7.15,76,63,48,76,80.43,4,5,20,CSE,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
9.62,64,67,51,54,78.86,1,4,24,Data Science,B.Tech,Tier 3,Tier 1,Male,Yes,0,Placed,1
8.02,59,84,79,62,79.21,0,3,24,AI & ML,B.Tech,Tier 1,Tier 3,Male,No,0,Not Placed,0
7.63,48,84,64,52,100.0,2,1,24,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
6.94,73,70,93,41,90.57,1,1,22,Data Science,B.E.,Tier 2,Tier 3,Male,No,0,Not Placed,0
7.54,81,68,74,52,82.81,1,1,21,Mechanical,B.E.,Tier 3,Tier 2,Female,Yes,0,Placed,1
7.73,71,52,94,52,85.23,2,2,21,Data Science,B.Tech,Tier 2,Tier 3,Male,Yes,1,Placed,1
7.06,79,100,77,60,80.54,2,2,20,Data Science,B.Tech,Tier 3,Tier 2,Male,No,0,Placed,1
8.63,85,90,81,75,82.81,3,2,21,CSE,B.E.,Tier 1,Tier 1,Female,Yes,0,Placed,1
7.43,62,66,78,43,87.85,1,3,20,CSE,B.Tech,Tier 3,Tier 1,Female,No,1,Not Placed,0
9.21,79,63,61,71,89.48,2,0,22,Data Science,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
8.28,65,51,50,74,77.47,0,1,23,EEE,B.Tech,Tier 1,Tier 2,Female,Yes,0,Not Placed,0
8.29,74,89,68,76,77.82,3,3,21,Data Science,B.E.,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.8,62,72,54,77,68.34,1,3,21,Civil,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
7.27,66,98,80,59,80.35,1,2,23,CSE,B.E.,Tier 1,Tier 1,Female,No,0,Not Placed,0
8.56,78,81,87,85,71.89,3,1,22,CSE,B.Tech,Tier 3,Tier 2,Male,No,0,Placed,1
7.35,80,45,56,69,85.56,0,2,20,Mechanical,B.E.,Tier 2,Tier 2,Male,Yes,1,Placed,1
9.62,41,83,87,82,91.46,2,2,24,ISE,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.69,91,77,40,70,67.71,2,1,20,Data Science,B.Tech,Tier 3,Tier 2,Male,No,0,Placed,1
8.15,75,55,34,61,82.94,1,3,22,Data Science,B.Tech,Tier 2,Tier 3,Female,No,3,Not Placed,0
6.61,100,38,44,65,78.94,2,4,22,ECE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
8.47,60,79,71,71,83.21,4,2,23,CSE,B.E.,Tier 1,Tier 2,Female,Yes,0,Not Placed,0
8.17,79,70,96,78,83.88,2,1,22,AI & ML,B.Tech,Tier 2,Tier 2,Male,No,1,Placed,1
7.81,70,84,75,94,81.22,2,3,20,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
8.2,74,70,76,92,79.16,1,2,22,CSE,B.E.,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.96,67,54,27,74,78.93,1,2,24,AI & ML,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
8.37,72,75,35,76,80.81,5,3,23,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.8,79,70,89,77,81.49,4,0,23,Civil,B.E.,Tier 1,Tier 2,Male,No,0,Not Placed,0
6.47,80,44,67,43,75.49,1,1,23,CSE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Not Placed,0
7.79,62,61,93,44,76.02,1,2,21,ECE,B.Tech,Tier 2,Tier 3,Male,No,2,Not Placed,0
8.25,84,40,70,56,82.16,3,0,24,ECE,B.Tech,Tier 1,Tier 3,Male,No,0,Not Placed,0
5.81,48,64,68,56,67.99,2,1,23,Mechanical,B.E.,Tier 2,Tier 2,Other,Yes,0,Not Placed,0
7.6,47,95,66,66,88.22,1,2,24,AI & ML,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
